order_id,invoice_number,order_date,order_time,product_name,brand_name,sub_category,qty,total_amount,customer_number,salesperson_name,store_name
ORD1173,INV-20173,2026-05-10,13:16:58,LAKME Premium Cosmetics,LAKME,Cosmetics,2,4925.36,CUST101,Charlie,Brigade Road Flagship
ORD1174,INV-20174,2026-05-19,08:16:58,COSRX Premium Haircare,COSRX,Haircare,3,4896.77,CUST254,Charlie,Brigade Road Flagship
ORD1175,INV-20175,2026-05-07,09:16:58,LAKME Premium Skincare,LAKME,Skincare,1,582.18,CUST283,Alice,Brigade Road Flagship
ORD1176,INV-20176,2026-05-31,12:16:58,MAC Premium Fragrance,MAC,Fragrance,2,2304.07,CUST113,Charlie,Brigade Road Flagship
ORD1177,INV-20177,2026-05-20,07:16:58,HUDA BEAUTY Premium Cosmetics,HUDA BEAUTY,Cosmetics,4,1203.2,CUST183,Bob,Brigade Road Flagship
ORD1178,INV-20178,2026-05-29,12:16:58,MINIMALIST Premium Cosmetics,MINIMALIST,Cosmetics,3,3623.85,CUST266,Alice,Brigade Road Flagship
ORD1179,INV-20179,2026-05-11,14:16:58,THE FACE SHOP Premium Skincare,THE FACE SHOP,Skincare,3,1228.51,CUST288,Alice,Brigade Road Flagship
ORD1180,INV-20180,2026-05-04,12:16:58,MAYBELLINE Premium Haircare,MAYBELLINE,Haircare,1,4661.12,CUST214,Alice,Brigade Road Flagship
ORD1181,INV-20181,2026-05-14,07:16:58,DERMA CO Premium Skincare,DERMA CO,Skincare,3,3521.92,CUST127,Bob,Brigade Road Flagship
ORD1182,INV-20182,2026-05-08,07:16:58,HUDA BEAUTY Premium Haircare,HUDA BEAUTY,Haircare,2,2905.07,CUST214,Charlie,Brigade Road Flagship
ORD1183,INV-20183,2026-05-06,10:16:58,DERMA CO Premium Skincare,DERMA CO,Skincare,1,1148.25,CUST225,Bob,Brigade Road Flagship
ORD1184,INV-20184,2026-05-12,15:16:58,COSRX Premium Haircare,COSRX,Haircare,4,2933.11,CUST116,Bob,Brigade Road Flagship
ORD1185,INV-20185,2026-05-06,08:16:58,MINIMALIST Premium Skincare,MINIMALIST,Skincare,3,732.93,CUST131,Alice,Brigade Road Flagship
ORD1186,INV-20186,2026-05-29,08:16:58,PLUM Premium Cosmetics,PLUM,Cosmetics,4,1138.84,CUST237,Alice,Brigade Road Flagship
ORD1187,INV-20187,2026-05-11,07:16:58,MAC Premium Haircare,MAC,Haircare,2,1977.91,CUST262,Bob,Brigade Road Flagship
ORD1188,INV-20188,2026-05-09,07:16:58,DERMA CO Premium Skincare,DERMA CO,Skincare,4,1868.62,CUST125,Bob,Brigade Road Flagship
ORD1189,INV-20189,2026-06-01,10:16:58,SWISS BEAUTY Premium Haircare,SWISS BEAUTY,Haircare,4,1939.97,CUST276,Charlie,Brigade Road Flagship
ORD1190,INV-20190,2026-05-06,14:16:58,SWISS BEAUTY Premium Fragrance,SWISS BEAUTY,Fragrance,2,3020.82,CUST259,Charlie,Brigade Road Flagship
ORD1191,INV-20191,2026-05-22,10:16:58,MAC Premium Fragrance,MAC,Fragrance,1,4799.48,CUST290,Charlie,Brigade Road Flagship
ORD1192,INV-20192,2026-05-10,15:16:58,DERMA CO Premium Fragrance,DERMA CO,Fragrance,3,2917.54,CUST171,Charlie,Brigade Road Flagship
ORD1193,INV-20193,2026-05-17,12:16:58,COSRX Premium Cosmetics,COSRX,Cosmetics,1,4112.36,CUST156,Bob,Brigade Road Flagship
ORD1194,INV-20194,2026-05-31,15:16:58,FARMSTAY Premium Haircare,FARMSTAY,Haircare,1,2936.22,CUST162,Alice,Brigade Road Flagship
ORD1195,INV-20195,2026-05-05,06:16:58,SWISS BEAUTY Premium Cosmetics,SWISS BEAUTY,Cosmetics,1,1518.37,CUST256,Bob,Brigade Road Flagship
ORD1196,INV-20196,2026-05-26,08:16:58,PLUM Premium Haircare,PLUM,Haircare,1,2151.65,CUST135,Alice,Brigade Road Flagship
ORD1197,INV-20197,2026-05-29,06:16:58,MAYBELLINE Premium Fragrance,MAYBELLINE,Fragrance,1,1739.43,CUST169,Alice,Brigade Road Flagship
ORD1198,INV-20198,2026-06-02,10:16:58,DERMA CO Premium Fragrance,DERMA CO,Fragrance,2,4973.87,CUST193,Charlie,Brigade Road Flagship
ORD1199,INV-20199,2026-05-23,12:16:58,DERMA CO Premium Fragrance,DERMA CO,Fragrance,2,3643.25,CUST151,Charlie,Brigade Road Flagship
ORD1200,INV-20200,2026-05-26,14:16:58,PLUM Premium Cosmetics,PLUM,Cosmetics,3,3859.09,CUST210,Alice,Brigade Road Flagship
ORD1201,INV-20201,2026-05-06,16:16:58,FACES CANADA Premium Cosmetics,FACES CANADA,Cosmetics,4,1409.3,CUST172,Charlie,Brigade Road Flagship
ORD1202,INV-20202,2026-05-30,06:16:58,MINIMALIST Premium Skincare,MINIMALIST,Skincare,3,3213.09,CUST152,Charlie,Brigade Road Flagship
ORD1203,INV-20203,2026-05-10,07:16:58,FARMSTAY Premium Cosmetics,FARMSTAY,Cosmetics,3,990.56,CUST219,Alice,Brigade Road Flagship
ORD1204,INV-20204,2026-05-08,08:16:58,FARMSTAY Premium Haircare,FARMSTAY,Haircare,2,1656.36,CUST199,Charlie,Brigade Road Flagship
ORD1205,INV-20205,2026-05-14,10:16:58,MAC Premium Cosmetics,MAC,Cosmetics,2,3495.93,CUST209,Charlie,Brigade Road Flagship
ORD1206,INV-20206,2026-05-14,14:16:58,FARMSTAY Premium Cosmetics,FARMSTAY,Cosmetics,3,3913.95,CUST256,Bob,Brigade Road Flagship
ORD1207,INV-20207,2026-05-10,06:16:58,LAKME Premium Haircare,LAKME,Haircare,4,2387.1,CUST257,Alice,Brigade Road Flagship
ORD1208,INV-20208,2026-05-10,08:16:58,COSRX Premium Fragrance,COSRX,Fragrance,3,3158.98,CUST199,Bob,Brigade Road Flagship
ORD1209,INV-20209,2026-05-06,07:16:58,PLUM Premium Fragrance,PLUM,Fragrance,1,673.78,CUST185,Alice,Brigade Road Flagship
ORD1210,INV-20210,2026-05-13,16:16:58,MAYBELLINE Premium Fragrance,MAYBELLINE,Fragrance,1,2775.1,CUST243,Charlie,Brigade Road Flagship
ORD1211,INV-20211,2026-05-24,09:16:58,COSRX Premium Fragrance,COSRX,Fragrance,1,3864.24,CUST256,Alice,Brigade Road Flagship
ORD1212,INV-20212,2026-05-05,12:16:58,FACES CANADA Premium Cosmetics,FACES CANADA,Cosmetics,4,2207.86,CUST255,Alice,Brigade Road Flagship
ORD1213,INV-20213,2026-05-25,09:16:58,DERMA CO Premium Skincare,DERMA CO,Skincare,3,3034.35,CUST298,Charlie,Brigade Road Flagship
ORD1214,INV-20214,2026-05-28,16:16:58,LAKME Premium Haircare,LAKME,Haircare,4,2693.29,CUST254,Alice,Brigade Road Flagship
ORD1215,INV-20215,2026-05-19,15:16:58,SWISS BEAUTY Premium Haircare,SWISS BEAUTY,Haircare,1,1981.8,CUST243,Bob,Brigade Road Flagship
ORD1216,INV-20216,2026-05-06,06:16:58,MAYBELLINE Premium Skincare,MAYBELLINE,Skincare,4,3152.59,CUST230,Charlie,Brigade Road Flagship
ORD1217,INV-20217,2026-05-06,13:16:58,SWISS BEAUTY Premium Cosmetics,SWISS BEAUTY,Cosmetics,1,3853.81,CUST287,Alice,Brigade Road Flagship
ORD1218,INV-20218,2026-05-12,09:16:58,SWISS BEAUTY Premium Cosmetics,SWISS BEAUTY,Cosmetics,3,1289.23,CUST189,Alice,Brigade Road Flagship
ORD1219,INV-20219,2026-06-01,11:16:58,MAC Premium Fragrance,MAC,Fragrance,1,2960.89,CUST266,Bob,Brigade Road Flagship
ORD1220,INV-20220,2026-05-18,09:16:58,THE FACE SHOP Premium Fragrance,THE FACE SHOP,Fragrance,2,1877.72,CUST132,Charlie,Brigade Road Flagship
ORD1221,INV-20221,2026-05-17,08:16:58,PLUM Premium Haircare,PLUM,Haircare,2,2888.71,CUST106,Alice,Brigade Road Flagship
ORD1222,INV-20222,2026-05-31,10:16:58,DERMA CO Premium Skincare,DERMA CO,Skincare,3,1130.1,CUST131,Bob,Brigade Road Flagship
ORD1223,INV-20223,2026-05-20,12:16:58,FARMSTAY Premium Cosmetics,FARMSTAY,Cosmetics,4,1312.8,CUST239,Bob,Brigade Road Flagship
ORD1224,INV-20224,2026-05-08,10:16:58,SWISS BEAUTY Premium Haircare,SWISS BEAUTY,Haircare,4,1596.81,CUST128,Alice,Brigade Road Flagship
ORD1225,INV-20225,2026-05-30,07:16:58,PLUM Premium Haircare,PLUM,Haircare,2,1142.78,CUST126,Alice,Brigade Road Flagship
ORD1226,INV-20226,2026-05-27,16:16:58,LAKME Premium Fragrance,LAKME,Fragrance,4,4346.35,CUST258,Alice,Brigade Road Flagship
ORD1227,INV-20227,2026-05-18,08:16:58,MAYBELLINE Premium Haircare,MAYBELLINE,Haircare,3,3533.29,CUST125,Charlie,Brigade Road Flagship
ORD1228,INV-20228,2026-05-17,11:16:58,FACES CANADA Premium Skincare,FACES CANADA,Skincare,1,2309.66,CUST203,Charlie,Brigade Road Flagship
ORD1229,INV-20229,2026-05-07,07:16:58,COSRX Premium Skincare,COSRX,Skincare,4,4385.14,CUST208,Bob,Brigade Road Flagship
ORD1230,INV-20230,2026-05-26,07:16:58,PLUM Premium Cosmetics,PLUM,Cosmetics,4,1506.68,CUST293,Charlie,Brigade Road Flagship
ORD1231,INV-20231,2026-05-15,10:16:58,FARMSTAY Premium Cosmetics,FARMSTAY,Cosmetics,4,1269.7,CUST103,Charlie,Brigade Road Flagship
ORD1232,INV-20232,2026-05-28,15:16:58,LAKME Premium Fragrance,LAKME,Fragrance,1,1053.73,CUST139,Charlie,Brigade Road Flagship
ORD1233,INV-20233,2026-05-25,09:16:58,MAYBELLINE Premium Cosmetics,MAYBELLINE,Cosmetics,4,2829.85,CUST211,Bob,Brigade Road Flagship
ORD1234,INV-20234,2026-05-07,11:16:58,SWISS BEAUTY Premium Haircare,SWISS BEAUTY,Haircare,1,1430.92,CUST297,Alice,Brigade Road Flagship
ORD1235,INV-20235,2026-05-13,13:16:58,PLUM Premium Haircare,PLUM,Haircare,4,4747.67,CUST236,Charlie,Brigade Road Flagship
ORD1236,INV-20236,2026-05-28,13:16:58,SWISS BEAUTY Premium Skincare,SWISS BEAUTY,Skincare,2,686.33,CUST267,Alice,Brigade Road Flagship
ORD1237,INV-20237,2026-05-07,06:16:58,MAC Premium Haircare,MAC,Haircare,4,2933.71,CUST144,Alice,Brigade Road Flagship
ORD1238,INV-20238,2026-05-04,16:16:58,PLUM Premium Fragrance,PLUM,Fragrance,1,2096.23,CUST152,Bob,Brigade Road Flagship
ORD1239,INV-20239,2026-05-16,14:16:58,FACES CANADA Premium Cosmetics,FACES CANADA,Cosmetics,2,2691.86,CUST146,Alice,Brigade Road Flagship
ORD1240,INV-20240,2026-05-04,11:16:58,PLUM Premium Skincare,PLUM,Skincare,2,2235.25,CUST245,Alice,Brigade Road Flagship
ORD1241,INV-20241,2026-06-02,07:16:58,MAYBELLINE Premium Haircare,MAYBELLINE,Haircare,4,3574.69,CUST275,Alice,Brigade Road Flagship
ORD1242,INV-20242,2026-06-02,15:16:58,FARMSTAY Premium Fragrance,FARMSTAY,Fragrance,1,2197.98,CUST186,Charlie,Brigade Road Flagship
ORD1243,INV-20243,2026-05-21,12:16:58,MAC Premium Cosmetics,MAC,Cosmetics,2,4095.71,CUST155,Alice,Brigade Road Flagship
ORD1244,INV-20244,2026-05-27,06:16:58,THE FACE SHOP Premium Skincare,THE FACE SHOP,Skincare,3,3348.78,CUST147,Charlie,Brigade Road Flagship
ORD1245,INV-20245,2026-05-14,08:16:58,SWISS BEAUTY Premium Skincare,SWISS BEAUTY,Skincare,1,928.26,CUST164,Bob,Brigade Road Flagship
ORD1246,INV-20246,2026-06-02,12:16:58,COSRX Premium Haircare,COSRX,Haircare,2,2140.47,CUST260,Bob,Brigade Road Flagship
ORD1247,INV-20247,2026-05-06,12:16:58,FARMSTAY Premium Skincare,FARMSTAY,Skincare,2,540.84,CUST237,Charlie,Brigade Road Flagship
ORD1248,INV-20248,2026-05-20,16:16:58,FACES CANADA Premium Haircare,FACES CANADA,Haircare,2,4257.46,CUST287,Alice,Brigade Road Flagship
ORD1249,INV-20249,2026-05-23,07:16:58,THE FACE SHOP Premium Skincare,THE FACE SHOP,Skincare,2,4003.24,CUST179,Bob,Brigade Road Flagship
ORD1250,INV-20250,2026-05-20,12:16:58,THE FACE SHOP Premium Fragrance,THE FACE SHOP,Fragrance,3,4775.48,CUST180,Alice,Brigade Road Flagship
ORD1251,INV-20251,2026-05-06,09:16:58,DERMA CO Premium Skincare,DERMA CO,Skincare,3,3355.1,CUST133,Charlie,Brigade Road Flagship
ORD1252,INV-20252,2026-05-12,16:16:58,LAKME Premium Fragrance,LAKME,Fragrance,2,1448.69,CUST204,Charlie,Brigade Road Flagship
ORD1253,INV-20253,2026-05-19,09:16:58,COSRX Premium Skincare,COSRX,Skincare,1,4668.1,CUST285,Charlie,Brigade Road Flagship
ORD1254,INV-20254,2026-05-15,16:16:58,THE FACE SHOP Premium Haircare,THE FACE SHOP,Haircare,4,1797.64,CUST238,Charlie,Brigade Road Flagship
ORD1255,INV-20255,2026-05-19,08:16:58,HUDA BEAUTY Premium Fragrance,HUDA BEAUTY,Fragrance,3,621.19,CUST270,Bob,Brigade Road Flagship
ORD1256,INV-20256,2026-05-20,11:16:58,MAYBELLINE Premium Haircare,MAYBELLINE,Haircare,4,2079.6,CUST269,Bob,Brigade Road Flagship
ORD1257,INV-20257,2026-05-30,12:16:58,SWISS BEAUTY Premium Skincare,SWISS BEAUTY,Skincare,4,800.35,CUST134,Alice,Brigade Road Flagship
ORD1258,INV-20258,2026-05-21,06:16:58,LAKME Premium Fragrance,LAKME,Fragrance,3,2371.86,CUST208,Bob,Brigade Road Flagship
ORD1259,INV-20259,2026-05-04,10:16:58,SWISS BEAUTY Premium Skincare,SWISS BEAUTY,Skincare,3,1072.11,CUST226,Bob,Brigade Road Flagship
ORD1260,INV-20260,2026-05-19,12:16:58,FACES CANADA Premium Haircare,FACES CANADA,Haircare,4,2839.67,CUST176,Alice,Brigade Road Flagship
ORD1261,INV-20261,2026-05-28,07:16:58,FACES CANADA Premium Cosmetics,FACES CANADA,Cosmetics,4,4851.04,CUST193,Bob,Brigade Road Flagship
ORD1262,INV-20262,2026-05-30,16:16:58,DERMA CO Premium Fragrance,DERMA CO,Fragrance,4,703.2,CUST204,Alice,Brigade Road Flagship
ORD1263,INV-20263,2026-05-11,10:16:58,MINIMALIST Premium Fragrance,MINIMALIST,Fragrance,1,774.51,CUST276,Alice,Brigade Road Flagship
ORD1264,INV-20264,2026-05-15,16:16:58,FARMSTAY Premium Skincare,FARMSTAY,Skincare,4,4890.31,CUST218,Bob,Brigade Road Flagship
ORD1265,INV-20265,2026-05-31,10:16:58,THE FACE SHOP Premium Fragrance,THE FACE SHOP,Fragrance,4,4697.23,CUST273,Bob,Brigade Road Flagship
ORD1266,INV-20266,2026-05-23,07:16:58,SWISS BEAUTY Premium Haircare,SWISS BEAUTY,Haircare,3,2028.73,CUST131,Bob,Brigade Road Flagship
ORD1267,INV-20267,2026-05-15,06:16:58,HUDA BEAUTY Premium Cosmetics,HUDA BEAUTY,Cosmetics,3,1644.58,CUST160,Charlie,Brigade Road Flagship
ORD1268,INV-20268,2026-05-07,12:16:58,MAC Premium Fragrance,MAC,Fragrance,3,1085.91,CUST246,Alice,Brigade Road Flagship
ORD1269,INV-20269,2026-05-09,16:16:58,MAYBELLINE Premium Haircare,MAYBELLINE,Haircare,1,2559.96,CUST217,Alice,Brigade Road Flagship
ORD1270,INV-20270,2026-05-04,08:16:58,FACES CANADA Premium Fragrance,FACES CANADA,Fragrance,1,4631.16,CUST258,Alice,Brigade Road Flagship
ORD1271,INV-20271,2026-05-08,14:16:58,FARMSTAY Premium Fragrance,FARMSTAY,Fragrance,2,3659.66,CUST272,Bob,Brigade Road Flagship
ORD1272,INV-20272,2026-05-18,11:16:58,MAYBELLINE Premium Fragrance,MAYBELLINE,Fragrance,3,2432.25,CUST125,Alice,Brigade Road Flagship
ORD1273,INV-20273,2026-05-07,10:16:58,LAKME Premium Cosmetics,LAKME,Cosmetics,2,1471.54,CUST217,Charlie,Brigade Road Flagship
ORD1274,INV-20274,2026-05-29,14:16:58,FARMSTAY Premium Haircare,FARMSTAY,Haircare,2,2525.91,CUST131,Charlie,Brigade Road Flagship
ORD1275,INV-20275,2026-05-13,15:16:58,PLUM Premium Cosmetics,PLUM,Cosmetics,3,2656.38,CUST254,Alice,Brigade Road Flagship
ORD1276,INV-20276,2026-05-23,16:16:58,THE FACE SHOP Premium Haircare,THE FACE SHOP,Haircare,1,4320.36,CUST122,Charlie,Brigade Road Flagship
ORD1277,INV-20277,2026-05-15,16:16:58,HUDA BEAUTY Premium Skincare,HUDA BEAUTY,Skincare,4,2600.73,CUST173,Alice,Brigade Road Flagship
ORD1278,INV-20278,2026-05-08,12:16:58,MAC Premium Haircare,MAC,Haircare,2,1872.11,CUST172,Charlie,Brigade Road Flagship
ORD1279,INV-20279,2026-05-27,06:16:58,LAKME Premium Cosmetics,LAKME,Cosmetics,1,4119.11,CUST238,Bob,Brigade Road Flagship
ORD1280,INV-20280,2026-05-03,06:16:58,DERMA CO Premium Skincare,DERMA CO,Skincare,3,4145.16,CUST241,Alice,Brigade Road Flagship
ORD1281,INV-20281,2026-05-31,16:16:58,PLUM Premium Skincare,PLUM,Skincare,4,509.79,CUST125,Alice,Brigade Road Flagship
ORD1282,INV-20282,2026-05-27,08:16:58,DERMA CO Premium Fragrance,DERMA CO,Fragrance,1,2222.56,CUST259,Alice,Brigade Road Flagship
ORD1283,INV-20283,2026-05-25,06:16:58,FACES CANADA Premium Skincare,FACES CANADA,Skincare,4,3839.68,CUST145,Charlie,Brigade Road Flagship
ORD1284,INV-20284,2026-05-03,13:16:58,HUDA BEAUTY Premium Fragrance,HUDA BEAUTY,Fragrance,1,1608.94,CUST163,Bob,Brigade Road Flagship
ORD1285,INV-20285,2026-05-08,08:16:58,FARMSTAY Premium Haircare,FARMSTAY,Haircare,1,4555.95,CUST261,Bob,Brigade Road Flagship
ORD1286,INV-20286,2026-05-11,10:16:58,FARMSTAY Premium Haircare,FARMSTAY,Haircare,1,4625.41,CUST128,Charlie,Brigade Road Flagship
ORD1287,INV-20287,2026-05-24,11:16:58,FARMSTAY Premium Haircare,FARMSTAY,Haircare,3,1881.62,CUST205,Alice,Brigade Road Flagship
ORD1288,INV-20288,2026-05-09,15:16:58,MAC Premium Cosmetics,MAC,Cosmetics,3,1392.05,CUST107,Bob,Brigade Road Flagship
ORD1289,INV-20289,2026-06-02,11:16:58,SWISS BEAUTY Premium Fragrance,SWISS BEAUTY,Fragrance,4,1883.25,CUST261,Alice,Brigade Road Flagship
ORD1290,INV-20290,2026-05-04,06:16:58,MAC Premium Haircare,MAC,Haircare,4,4394.66,CUST279,Bob,Brigade Road Flagship
ORD1291,INV-20291,2026-05-14,14:16:58,HUDA BEAUTY Premium Fragrance,HUDA BEAUTY,Fragrance,4,3779.56,CUST246,Charlie,Brigade Road Flagship
ORD1292,INV-20292,2026-05-20,11:16:58,LAKME Premium Haircare,LAKME,Haircare,2,4143.62,CUST180,Bob,Brigade Road Flagship
ORD1293,INV-20293,2026-05-30,13:16:58,HUDA BEAUTY Premium Haircare,HUDA BEAUTY,Haircare,1,963.28,CUST212,Bob,Brigade Road Flagship
ORD1294,INV-20294,2026-05-24,09:16:58,FACES CANADA Premium Skincare,FACES CANADA,Skincare,3,1289.97,CUST190,Alice,Brigade Road Flagship
ORD1295,INV-20295,2026-05-28,14:16:58,THE FACE SHOP Premium Cosmetics,THE FACE SHOP,Cosmetics,3,2948.1,CUST278,Charlie,Brigade Road Flagship
ORD1296,INV-20296,2026-05-10,08:16:58,MAC Premium Fragrance,MAC,Fragrance,4,2025.05,CUST122,Charlie,Brigade Road Flagship
ORD1297,INV-20297,2026-05-23,11:16:58,FACES CANADA Premium Fragrance,FACES CANADA,Fragrance,1,1914.07,CUST162,Charlie,Brigade Road Flagship
ORD1298,INV-20298,2026-05-17,06:16:58,HUDA BEAUTY Premium Fragrance,HUDA BEAUTY,Fragrance,2,3049.16,CUST203,Alice,Brigade Road Flagship
ORD1299,INV-20299,2026-05-26,06:16:58,LAKME Premium Haircare,LAKME,Haircare,1,2212.08,CUST214,Bob,Brigade Road Flagship
ORD1300,INV-20300,2026-05-17,16:16:58,PLUM Premium Skincare,PLUM,Skincare,3,800.45,CUST161,Bob,Brigade Road Flagship
ORD1301,INV-20301,2026-05-10,08:16:58,LAKME Premium Cosmetics,LAKME,Cosmetics,2,1243.55,CUST196,Charlie,Brigade Road Flagship
ORD1302,INV-20302,2026-05-29,12:16:58,FARMSTAY Premium Cosmetics,FARMSTAY,Cosmetics,2,2616.74,CUST267,Alice,Brigade Road Flagship
ORD1303,INV-20303,2026-05-31,10:16:58,MAYBELLINE Premium Fragrance,MAYBELLINE,Fragrance,4,4366.08,CUST286,Alice,Brigade Road Flagship
ORD1304,INV-20304,2026-05-30,13:16:58,THE FACE SHOP Premium Fragrance,THE FACE SHOP,Fragrance,1,814.74,CUST179,Charlie,Brigade Road Flagship
ORD1305,INV-20305,2026-05-20,12:16:58,HUDA BEAUTY Premium Haircare,HUDA BEAUTY,Haircare,1,855.73,CUST156,Charlie,Brigade Road Flagship
ORD1306,INV-20306,2026-05-03,09:16:58,FARMSTAY Premium Skincare,FARMSTAY,Skincare,4,2519.52,CUST163,Charlie,Brigade Road Flagship
ORD1307,INV-20307,2026-05-03,11:16:58,HUDA BEAUTY Premium Haircare,HUDA BEAUTY,Haircare,4,3538.72,CUST110,Charlie,Brigade Road Flagship
ORD1308,INV-20308,2026-05-24,12:16:58,SWISS BEAUTY Premium Haircare,SWISS BEAUTY,Haircare,2,2286.73,CUST207,Alice,Brigade Road Flagship
ORD1309,INV-20309,2026-05-07,08:16:58,MINIMALIST Premium Skincare,MINIMALIST,Skincare,2,3600.66,CUST228,Bob,Brigade Road Flagship
ORD1310,INV-20310,2026-05-06,12:16:58,PLUM Premium Skincare,PLUM,Skincare,2,2773.35,CUST127,Bob,Brigade Road Flagship
ORD1311,INV-20311,2026-05-17,12:16:58,FACES CANADA Premium Fragrance,FACES CANADA,Fragrance,2,1553.27,CUST149,Bob,Brigade Road Flagship
ORD1312,INV-20312,2026-05-27,06:16:58,PLUM Premium Fragrance,PLUM,Fragrance,4,1882.83,CUST227,Charlie,Brigade Road Flagship
ORD1313,INV-20313,2026-05-23,11:16:58,MAYBELLINE Premium Skincare,MAYBELLINE,Skincare,4,870.04,CUST164,Bob,Brigade Road Flagship
ORD1314,INV-20314,2026-05-05,12:16:58,FACES CANADA Premium Haircare,FACES CANADA,Haircare,2,4637.98,CUST170,Bob,Brigade Road Flagship
ORD1315,INV-20315,2026-06-01,13:16:58,LAKME Premium Cosmetics,LAKME,Cosmetics,3,3688.43,CUST239,Bob,Brigade Road Flagship
ORD1316,INV-20316,2026-05-08,14:16:58,FARMSTAY Premium Haircare,FARMSTAY,Haircare,1,1053.61,CUST255,Bob,Brigade Road Flagship
ORD1317,INV-20317,2026-05-13,14:16:58,SWISS BEAUTY Premium Fragrance,SWISS BEAUTY,Fragrance,4,3535.01,CUST271,Charlie,Brigade Road Flagship
ORD1318,INV-20318,2026-05-25,08:16:58,HUDA BEAUTY Premium Haircare,HUDA BEAUTY,Haircare,1,2741.11,CUST219,Bob,Brigade Road Flagship
ORD1319,INV-20319,2026-05-15,07:16:58,THE FACE SHOP Premium Haircare,THE FACE SHOP,Haircare,1,2050.74,CUST291,Bob,Brigade Road Flagship
ORD1320,INV-20320,2026-05-13,15:16:58,HUDA BEAUTY Premium Haircare,HUDA BEAUTY,Haircare,1,3432.65,CUST285,Charlie,Brigade Road Flagship
ORD1321,INV-20321,2026-05-25,12:16:58,COSRX Premium Fragrance,COSRX,Fragrance,2,3066.01,CUST169,Alice,Brigade Road Flagship
ORD1322,INV-20322,2026-05-31,14:16:58,SWISS BEAUTY Premium Cosmetics,SWISS BEAUTY,Cosmetics,2,1485.17,CUST115,Bob,Brigade Road Flagship
ORD1323,INV-20323,2026-05-12,15:16:58,HUDA BEAUTY Premium Skincare,HUDA BEAUTY,Skincare,4,3803.75,CUST125,Charlie,Brigade Road Flagship
ORD1324,INV-20324,2026-05-31,16:16:58,MAYBELLINE Premium Cosmetics,MAYBELLINE,Cosmetics,1,3578.43,CUST291,Charlie,Brigade Road Flagship
ORD1325,INV-20325,2026-06-02,10:16:58,PLUM Premium Fragrance,PLUM,Fragrance,2,4007.07,CUST213,Bob,Brigade Road Flagship
ORD1326,INV-20326,2026-06-01,08:16:58,PLUM Premium Skincare,PLUM,Skincare,2,4465.41,CUST145,Alice,Brigade Road Flagship
ORD1327,INV-20327,2026-05-27,07:16:58,DERMA CO Premium Skincare,DERMA CO,Skincare,4,3347.35,CUST276,Charlie,Brigade Road Flagship
ORD1328,INV-20328,2026-05-11,07:16:58,COSRX Premium Haircare,COSRX,Haircare,2,3328.34,CUST273,Bob,Brigade Road Flagship
ORD1329,INV-20329,2026-05-10,11:16:58,MAYBELLINE Premium Haircare,MAYBELLINE,Haircare,2,4716.63,CUST103,Alice,Brigade Road Flagship
ORD1330,INV-20330,2026-05-04,12:16:58,THE FACE SHOP Premium Haircare,THE FACE SHOP,Haircare,2,2895.92,CUST268,Charlie,Brigade Road Flagship
ORD1331,INV-20331,2026-05-04,14:16:58,LAKME Premium Skincare,LAKME,Skincare,3,2445.42,CUST174,Bob,Brigade Road Flagship
ORD1332,INV-20332,2026-06-01,15:16:58,THE FACE SHOP Premium Skincare,THE FACE SHOP,Skincare,2,4336.59,CUST260,Alice,Brigade Road Flagship
ORD1333,INV-20333,2026-05-12,14:16:58,FACES CANADA Premium Cosmetics,FACES CANADA,Cosmetics,4,3637.36,CUST115,Bob,Brigade Road Flagship
ORD1334,INV-20334,2026-05-17,10:16:58,MINIMALIST Premium Fragrance,MINIMALIST,Fragrance,3,518.03,CUST287,Alice,Brigade Road Flagship
ORD1335,INV-20335,2026-05-07,13:16:58,LAKME Premium Haircare,LAKME,Haircare,2,2925.29,CUST140,Alice,Brigade Road Flagship
ORD1336,INV-20336,2026-05-20,10:16:58,THE FACE SHOP Premium Haircare,THE FACE SHOP,Haircare,4,2388.54,CUST192,Alice,Brigade Road Flagship
ORD1337,INV-20337,2026-05-26,15:16:58,MAC Premium Skincare,MAC,Skincare,3,1022.44,CUST226,Charlie,Brigade Road Flagship
ORD1338,INV-20338,2026-05-11,11:16:58,SWISS BEAUTY Premium Cosmetics,SWISS BEAUTY,Cosmetics,4,2034.11,CUST253,Alice,Brigade Road Flagship
ORD1339,INV-20339,2026-05-24,06:16:58,DERMA CO Premium Fragrance,DERMA CO,Fragrance,2,3502.48,CUST198,Bob,Brigade Road Flagship
ORD1340,INV-20340,2026-05-29,07:16:58,PLUM Premium Fragrance,PLUM,Fragrance,4,2634.62,CUST293,Alice,Brigade Road Flagship
ORD1341,INV-20341,2026-05-17,14:16:58,FARMSTAY Premium Skincare,FARMSTAY,Skincare,1,2593.17,CUST296,Bob,Brigade Road Flagship
ORD1342,INV-20342,2026-05-10,08:16:58,DERMA CO Premium Cosmetics,DERMA CO,Cosmetics,4,829.9,CUST218,Alice,Brigade Road Flagship
ORD1343,INV-20343,2026-05-25,10:16:58,FACES CANADA Premium Fragrance,FACES CANADA,Fragrance,1,1223.29,CUST145,Bob,Brigade Road Flagship
ORD1344,INV-20344,2026-05-21,09:16:58,SWISS BEAUTY Premium Fragrance,SWISS BEAUTY,Fragrance,2,701.91,CUST192,Bob,Brigade Road Flagship
